id,sentiment,positive,negative,neutral
4374,Neutral,0,0,1
4375,Positive,1,0,1
4376,Neutral,0,0,2
4377,Neutral,0,0,1
4378,Neutral,0,0,1
4379,Neutral,0,0,1
4380,Neutral,0,0,1
4381,Neutral,0,0,1
4382,Neutral,0,0,1
4383,Mixed,3,1,0
4384,Neutral,0,0,1
4385,Neutral,0,0,1
4386,Neutral,0,0,1
4387,Neutral,0,0,1
4388,Neutral,0,0,1
4389,Neutral,0,0,1
4390,Positive,2,0,2
4391,Mixed,2,2,0
4392,Mixed,2,2,0
4393,Mixed,2,1,1
4394,Mixed,2,1,1
4395,Negative,0,1,0
4396,Mixed,2,1,1
4397,Mixed,2,1,1
4398,Neutral,0,0,1
4399,Mixed,2,1,1
4400,Mixed,2,1,1
4401,Mixed,1,2,1
4402,Mixed,2,1,2
4403,Positive,1,0,0
4404,Neutral,0,0,3
4405,Mixed,2,1,1
4406,Neutral,0,0,1
4407,Neutral,0,0,1
4408,Positive,1,0,0
4409,Mixed,1,2,1
4410,Negative,0,1,3
4411,Neutral,0,0,1
4412,Neutral,0,0,1
4413,Negative,0,2,2
4414,Neutral,0,0,1
4415,Neutral,0,0,1
4416,Neutral,0,0,1
4417,Mixed,1,2,1
4418,Mixed,2,1,1
4419,Mixed,2,2,0
4420,Mixed,2,1,1
4421,Mixed,2,1,1
4422,Positive,1,0,0
4423,Positive,2,0,0
4424,Neutral,0,0,1
4425,Neutral,0,0,1
4426,Neutral,0,0,1
4427,Neutral,0,0,1
4428,Neutral,0,0,1
4429,Neutral,0,0,1
4430,Neutral,0,0,1
4431,Neutral,0,0,1
4432,Neutral,0,0,1
4433,Neutral,0,0,1
4434,Positive,1,0,3
4435,Neutral,0,0,1
4436,Neutral,0,0,1
4437,Neutral,0,0,1
4438,Neutral,0,0,1
4439,Neutral,0,0,1
4440,Neutral,0,0,1
4441,Neutral,0,0,1
4442,Neutral,0,0,1
4443,Positive,1,0,2
4444,Negative,0,3,6
4445,Positive,2,0,0
4446,Neutral,0,0,1
4447,Positive,2,0,2
4448,Negative,0,1,2
4449,Neutral,0,0,1
4450,Negative,0,1,0
4451,Negative,0,1,3
4452,Positive,2,0,2
4453,Mixed,1,1,1
4454,Negative,0,2,0
4455,Negative,0,1,2
4456,Negative,0,1,1
4457,Negative,0,3,3
4458,Positive,1,0,1
4459,Negative,0,1,0
4460,Positive,1,0,0
4461,Negative,0,1,0
4462,Negative,0,1,1
4463,Positive,1,0,1
4464,Mixed,1,2,0
4465,Neutral,0,0,1
4466,Neutral,0,0,4
4467,Neutral,0,0,1
4468,Negative,0,1,3
4469,Negative,0,1,0
4470,Neutral,0,0,2
4471,Positive,1,0,0
4472,Neutral,0,0,1
4473,Negative,0,2,2
4474,Positive,1,0,0
4475,Positive,1,0,1
4476,Negative,0,1,0
4477,Negative,0,1,0
4478,Positive,1,0,0
4479,Neutral,0,0,1
4480,Negative,0,2,1
4481,Negative,0,1,0
4482,Neutral,0,0,1
4483,Positive,1,0,1
4484,Positive,1,0,0
4485,Positive,1,0,0
4486,Positive,1,0,0
4487,Positive,1,0,1
4488,Neutral,0,0,1
4489,Neutral,0,0,1
4490,Positive,1,0,0
4491,Neutral,0,0,1
4492,Positive,1,0,0
4493,Neutral,0,0,1
4494,Positive,1,0,0
4495,Neutral,0,0,1
4496,Negative,0,1,0
4497,Positive,1,0,3
4498,Neutral,0,0,2
4499,Negative,0,1,1
4500,Neutral,0,0,1
4501,Neutral,0,0,2
4502,Negative,0,1,0
4503,Neutral,0,0,1
4504,Positive,1,0,1
4505,Mixed,3,1,0
4506,Negative,0,2,0
4507,Mixed,1,1,0
4508,Neutral,0,0,1
4509,Positive,1,0,1
4510,Neutral,0,0,1
4511,Neutral,0,0,1
4512,Neutral,0,0,1
4513,Neutral,0,0,3
4514,Neutral,0,0,1
4515,Positive,1,0,0
4516,Neutral,0,0,1
4517,Neutral,0,0,1
4518,Positive,2,0,0
4519,Positive,1,0,0
4520,Positive,2,0,1
4521,Neutral,0,0,1
4522,Positive,1,0,3
4523,Neutral,0,0,3
4524,Positive,1,0,1
4525,Neutral,0,0,1
4526,Negative,0,2,1
4527,Negative,0,1,1
4528,Mixed,1,1,0
4529,Negative,0,1,0
4530,Neutral,0,0,1
4531,Neutral,0,0,1
4532,Positive,1,0,1
4533,Positive,1,0,0
4534,Positive,1,0,0
4535,Neutral,0,0,1
4536,Negative,0,1,0
4537,Negative,0,1,0
4538,Negative,0,1,0
4539,Neutral,0,0,2
4540,Neutral,0,0,2
4541,Neutral,0,0,1
4542,Neutral,0,0,1
4543,Negative,0,1,1
4544,Neutral,0,0,1
4545,Neutral,0,0,1
4546,Neutral,0,0,2
4547,Negative,0,1,2
4548,Neutral,0,0,1
4549,Negative,0,1,1
4550,Positive,2,0,0
4551,Neutral,0,0,1
4552,Neutral,0,0,1
4553,Positive,1,0,0
4554,Positive,1,0,1
4555,Negative,0,2,3
4556,Positive,1,0,3
4557,Negative,0,1,1
4558,Neutral,0,0,1
4559,Positive,1,0,0
4560,Neutral,0,0,1
4561,Neutral,0,0,1
4562,Neutral,0,0,1
4563,Positive,1,0,0
4564,Positive,1,0,5
4565,Positive,1,0,0
4566,Neutral,0,0,3
4567,Positive,2,0,1
4568,Negative,0,3,1
4569,Positive,1,0,2
4570,Neutral,0,0,1
4571,Positive,1,0,0
4572,Positive,2,0,0
4573,Mixed,1,1,2
4574,Mixed,1,1,0
4575,Negative,0,1,0
4576,Mixed,3,1,2
4577,Negative,0,2,5
4578,Mixed,1,2,1
4579,Negative,0,2,1
4580,Positive,1,0,1
4581,Negative,0,2,0
4582,Neutral,0,0,2
4583,Negative,0,1,1
4584,Positive,1,0,2
4585,Positive,1,0,3
4586,Negative,0,1,3
4587,Negative,0,1,1
4588,Neutral,0,0,1
4589,Negative,0,1,0
4590,Negative,0,1,0
4591,Negative,0,2,0
4592,Negative,0,1,1
4593,Positive,1,0,0
4594,Mixed,1,1,1
4595,Negative,0,1,1
4596,Neutral,0,0,2
4597,Neutral,0,0,1
4598,Neutral,0,0,1
4599,Negative,0,1,0
4600,Neutral,0,0,1
4601,Positive,1,0,1
4602,Positive,1,0,0
4603,Mixed,1,1,0
4604,Neutral,0,0,1
4605,Neutral,0,0,1
4606,Neutral,0,0,1
4607,Neutral,0,0,1
4608,Neutral,0,0,1
4609,Neutral,0,0,1
4610,Neutral,0,0,1
4611,Neutral,0,0,1
4612,Positive,1,0,3
4613,Neutral,0,0,3
4614,Negative,0,1,0
4615,Neutral,0,0,2
4616,Neutral,0,0,1
4617,Neutral,0,0,1
4618,Negative,0,2,1
4619,Positive,3,0,0
4620,Negative,0,1,1
4621,Mixed,1,1,0
4622,Neutral,0,0,1
4623,Positive,1,0,1
4624,Neutral,0,0,1
4625,Negative,0,1,3
4626,Neutral,0,0,2
4627,Neutral,0,0,1
4628,Positive,1,0,1
4629,Neutral,0,0,1
4630,Neutral,0,0,1
4631,Neutral,0,0,1
4632,Neutral,0,0,1
4633,Negative,0,1,0
4634,Neutral,0,0,1
4635,Neutral,0,0,1
4636,Neutral,0,0,1
4637,Neutral,0,0,1
4638,Neutral,0,0,1
4639,Neutral,0,0,1
4640,Neutral,0,0,1
4641,Negative,0,1,0
4642,Neutral,0,0,1
4643,Negative,0,1,2
4644,Mixed,1,1,2
4645,Negative,0,3,0
4646,Positive,1,0,1
4647,Negative,0,1,0
4648,Positive,1,0,0
4649,Neutral,0,0,1
4650,Positive,1,0,0
4651,Positive,1,0,1
4652,Neutral,0,0,1
4653,Neutral,0,0,1
4654,Mixed,1,1,0
4655,Negative,0,1,0
4656,Neutral,0,0,3
4657,Mixed,2,1,2
4658,Negative,0,4,1
4659,Positive,3,0,1
4660,Neutral,0,0,1
4661,Neutral,0,0,2
4662,Neutral,0,0,4
4663,Positive,5,0,2
4664,Negative,0,2,1
4665,Neutral,0,0,2
4666,Positive,1,0,4
4667,Neutral,0,0,1
4668,Positive,1,0,0
4669,Neutral,0,0,1
4670,Neutral,0,0,2
4671,Positive,1,0,0
4672,Neutral,0,0,1
4673,Mixed,1,1,1
4674,Neutral,0,0,1
4675,Neutral,0,0,1
4676,Neutral,0,0,1
4677,Neutral,0,0,1
4678,Neutral,0,0,1
4679,Neutral,0,0,1
4680,Neutral,0,0,1
4681,Neutral,0,0,1
4682,Neutral,0,0,1
4683,Neutral,0,0,1
4684,Neutral,0,0,3
4685,Neutral,0,0,1
4686,Positive,1,0,3
4687,Positive,1,0,3
4688,Positive,1,0,2
4689,Negative,0,1,1
4690,Negative,0,1,1
4691,Positive,1,0,1
4692,Negative,0,1,0
4693,Negative,0,1,1
4694,Positive,1,0,2
4695,Mixed,1,1,0
4696,Neutral,0,0,3
4697,Positive,1,0,1
4698,Neutral,0,0,2
4699,Negative,0,1,2
4700,Positive,1,0,3
4701,Negative,0,2,2
4702,Neutral,0,0,1
4703,Positive,1,0,1
4704,Positive,1,0,2
4705,Neutral,0,0,2
4706,Neutral,0,0,1
4707,Positive,1,0,1
4708,Neutral,0,0,4
4709,Neutral,0,0,1
4710,Positive,1,0,1
4711,Neutral,0,0,1
4712,Neutral,0,0,1
4713,Negative,0,1,2
4714,Neutral,0,0,1
4715,Positive,1,0,0
4716,Negative,0,1,1
4717,Positive,1,0,2
4718,Positive,1,0,1
4719,Neutral,0,0,2
4720,Positive,1,0,0
4721,Positive,1,0,0
4722,Negative,0,1,2
4723,Positive,1,0,2
4724,Positive,1,0,0
4725,Neutral,0,0,2
4726,Negative,0,2,1
4727,Neutral,0,0,1
4728,Neutral,0,0,3
4729,Negative,0,1,0
4730,Neutral,0,0,1
4731,Neutral,0,0,3
4732,Neutral,0,0,1
4733,Neutral,0,0,1
4734,Positive,1,0,2
4735,Neutral,0,0,2
4736,Positive,1,0,0
4737,Positive,1,0,0
4738,Neutral,0,0,1
4739,Neutral,0,0,1
4740,Negative,0,1,1
4741,Neutral,0,0,1
4742,Neutral,0,0,2
4743,Mixed,1,1,0
4744,Mixed,1,1,0
4745,Neutral,0,0,1
4746,Neutral,0,0,3
4747,Neutral,0,0,1
4748,Negative,0,1,4
4749,Negative,0,1,2
4750,Neutral,0,0,1
4751,Negative,0,1,1
4752,Neutral,0,0,1
4753,Neutral,0,0,1
4754,Neutral,0,0,4
4755,Neutral,0,0,1
4756,Neutral,0,0,1
4757,Neutral,0,0,1
4758,Negative,0,1,1
4759,Neutral,0,0,1
4760,Positive,1,0,1
4761,Negative,0,1,0
4762,Positive,1,0,0
4763,Neutral,0,0,1
4764,Negative,0,3,2
4765,Negative,0,1,0
4766,Neutral,0,0,1
4767,Neutral,0,0,2
4768,Negative,0,1,0
4769,Negative,0,1,0
4770,Neutral,0,0,2
4771,Neutral,0,0,1
4772,Positive,1,0,0
4773,Negative,0,1,1
4774,Neutral,0,0,1
4775,Neutral,0,0,1
4776,Neutral,0,0,2
4777,Neutral,0,0,2
4778,Negative,0,2,1
4779,Neutral,0,0,2
4780,Mixed,1,2,1
4781,Neutral,0,0,2
4782,Positive,1,0,6
4783,Positive,2,0,2
4784,Positive,1,0,0
4785,Negative,0,1,0
4786,Positive,1,0,2
4787,Positive,2,0,1
4788,Negative,0,1,0
4789,Mixed,1,1,2
4790,Positive,1,0,0
4791,Neutral,0,0,2
4792,Positive,1,0,3
4793,Neutral,0,0,1
4794,Neutral,0,0,1
4795,Neutral,0,0,1
4796,Neutral,0,0,1
4797,Neutral,0,0,1
4798,Neutral,0,0,4
4799,Neutral,0,0,1
4800,Positive,3,0,0
4801,Neutral,0,0,4
4802,Neutral,0,0,1
4803,Neutral,0,0,1
4804,Neutral,0,0,1
4805,Negative,0,1,1
4806,Neutral,0,0,1
4807,Neutral,0,0,1
4808,Neutral,0,0,1
4809,Neutral,0,0,1
4810,Neutral,0,0,1
4811,Neutral,0,0,1
4812,Neutral,0,0,4
4813,Neutral,0,0,1
4814,Positive,3,0,3
4815,Neutral,0,0,1
4816,Positive,1,0,0
4817,Neutral,0,0,1
4818,Neutral,0,0,1
4819,Neutral,0,0,1
4820,Positive,1,0,0
4821,Neutral,0,0,1
4822,Neutral,0,0,1
4823,Neutral,0,0,1
4824,Neutral,0,0,1
4825,Neutral,0,0,1
4826,Neutral,0,0,1
4827,Positive,1,0,0
4828,Neutral,0,0,1
4829,Neutral,0,0,1
4830,Neutral,0,0,1
4831,Neutral,0,0,1
4832,Neutral,0,0,1
4833,Neutral,0,0,1
4834,Neutral,0,0,1
4835,Neutral,0,0,1
4836,Neutral,0,0,1
4837,Negative,0,1,0
4838,Neutral,0,0,1
4839,Negative,0,1,3
4840,Neutral,0,0,1
4841,Neutral,0,0,1
4842,Neutral,0,0,1
4843,Neutral,0,0,1
4844,Negative,0,1,0
4845,Neutral,0,0,1
4846,Neutral,0,0,1
4847,Neutral,0,0,1
4848,Neutral,0,0,1
4849,Neutral,0,0,1
4850,Neutral,0,0,1
4851,Neutral,0,0,1
4852,Neutral,0,0,1
4853,Neutral,0,0,1
4854,Neutral,0,0,1
4855,Negative,0,1,1
4856,Mixed,1,2,0
4857,Negative,0,2,3
4858,Negative,0,1,1
4859,Neutral,0,0,1
4860,Positive,1,0,0
4861,Negative,0,3,1
4862,Positive,1,0,1
4863,Mixed,2,1,1
4864,Positive,1,0,1
4865,Mixed,2,1,2
4866,Positive,1,0,0
4867,Neutral,0,0,1
4868,Neutral,0,0,1
4869,Negative,0,1,4
4870,Positive,2,0,2
4871,Neutral,0,0,1
4872,Neutral,0,0,1
4873,Neutral,0,0,1
4874,Negative,0,1,0
4875,Neutral,0,0,2
4876,Positive,1,0,1
4877,Neutral,0,0,1
4878,Neutral,0,0,1
4879,Neutral,0,0,1
4880,Positive,1,0,3
4881,Negative,0,1,2
4882,Positive,1,0,2
4883,Mixed,1,1,1
4884,Neutral,0,0,1
4885,Neutral,0,0,1
4886,Neutral,0,0,1
4887,Mixed,1,1,0
4888,Positive,1,0,0
4889,Neutral,0,0,1
4890,Neutral,0,0,2
4891,Positive,1,0,1
4892,Positive,1,0,3
4893,Neutral,0,0,1
4894,Positive,1,0,0
4895,Neutral,0,0,5
4896,Negative,0,1,0
4897,Neutral,0,0,1
4898,Mixed,2,1,1
4899,Negative,0,2,0
4900,Positive,1,0,0
4901,Neutral,0,0,3
4902,Positive,2,0,4
4903,Negative,0,2,2
4904,Mixed,1,1,1
4905,Negative,0,2,1
4906,Positive,1,0,0
4907,Neutral,0,0,1
4908,Neutral,0,0,1
4909,Neutral,0,0,1
4910,Positive,1,0,1
4911,Negative,0,1,2
4912,Neutral,0,0,2
4913,Negative,0,1,1
4914,Neutral,0,0,1
4915,Neutral,0,0,1
4916,Negative,0,1,0
4917,Neutral,0,0,1
4918,Neutral,0,0,1
4919,Positive,1,0,3
4920,Neutral,0,0,1
4921,Neutral,0,0,1
4922,Neutral,0,0,2
4923,Positive,1,0,2
4924,Neutral,0,0,2
4925,Neutral,0,0,1
4926,Neutral,0,0,1
4927,Negative,0,1,1
4928,Neutral,0,0,1
4929,Neutral,0,0,1
4930,Neutral,0,0,1
4931,Positive,1,0,0
4932,Neutral,0,0,1
4933,Neutral,0,0,1
4934,Neutral,0,0,3
4935,Positive,1,0,1
4936,Neutral,0,0,1
4937,Neutral,0,0,1
4938,Neutral,0,0,1
4939,Positive,1,0,2
4940,Neutral,0,0,1
4941,Neutral,0,0,2
4942,Mixed,1,1,1
4943,Neutral,0,0,1
4944,Negative,0,1,0
4945,Neutral,0,0,1
4946,Negative,0,1,3
4947,Positive,2,0,1
4948,Negative,0,1,0
4949,Positive,1,0,1
4950,Positive,1,0,1
4951,Neutral,0,0,1
4952,Positive,1,0,2
4953,Negative,0,1,1
4954,Neutral,0,0,1
4955,Negative,0,1,1
4956,Neutral,0,0,1
4957,Mixed,1,1,1
4958,Positive,1,0,0
4959,Positive,2,0,0
4960,Mixed,1,1,2
4961,Mixed,1,2,4
4962,Neutral,0,0,1
4963,Neutral,0,0,1
4964,Neutral,0,0,1
4965,Positive,2,0,0
4966,Positive,1,0,3
4967,Positive,1,0,0
4968,Positive,2,0,2
4969,Negative,0,1,0
4970,Positive,1,0,3
4971,Neutral,0,0,2
4972,Neutral,0,0,1
4973,Neutral,0,0,2
4974,Neutral,0,0,1
4975,Negative,0,1,6
4976,Neutral,0,0,1
4977,Neutral,0,0,1
4978,Neutral,0,0,1
4979,Neutral,0,0,1
4980,Positive,1,0,0
4981,Positive,1,0,3
4982,Positive,1,0,0
4983,Positive,1,0,0
4984,Neutral,0,0,1
4985,Neutral,0,0,1
4986,Neutral,0,0,1
4987,Neutral,0,0,1
4988,Negative,0,1,0
4989,Neutral,0,0,1
4990,Negative,0,1,0
4991,Positive,2,0,7
4992,Positive,2,0,0
4993,Neutral,0,0,3
4994,Neutral,0,0,1
4995,Positive,2,0,0
4996,Neutral,0,0,2
4997,Positive,2,0,3
4998,Negative,0,1,0
4999,Positive,1,0,1
5000,Neutral,0,0,1
5001,Neutral,0,0,1
5002,Neutral,0,0,1
5003,Neutral,0,0,1
5004,Neutral,0,0,1
5005,Neutral,0,0,1
5006,Negative,0,1,0
5007,Neutral,0,0,1
5008,Neutral,0,0,1
5009,Neutral,0,0,1
5010,Neutral,0,0,1
5011,Neutral,0,0,1
5012,Neutral,0,0,1
5013,Neutral,0,0,1
5014,Neutral,0,0,1
5015,Negative,0,1,3
5016,Neutral,0,0,1
5017,Mixed,1,1,0
5018,Neutral,0,0,1
5019,Neutral,0,0,1
5020,Neutral,0,0,1
5021,Neutral,0,0,2
5022,Neutral,0,0,1
5023,Neutral,0,0,1
5024,Neutral,0,0,1
5025,Neutral,0,0,1
5026,Neutral,0,0,1
5027,Neutral,0,0,1
5028,Neutral,0,0,1
5029,Neutral,0,0,1
5030,Neutral,0,0,1
5031,Neutral,0,0,1
5032,Negative,0,1,1
5033,Positive,1,0,0
5034,Negative,0,2,0
5035,Mixed,1,1,2
5036,Neutral,0,0,1
5037,Neutral,0,0,1
5038,Neutral,0,0,1
5039,Neutral,0,0,1
5040,Neutral,0,0,1
5041,Negative,0,3,0
5042,Neutral,0,0,5
5043,Neutral,0,0,1
5044,Neutral,0,0,1
5045,Negative,0,1,0
5046,Negative,0,1,2
5047,Positive,1,0,0
5048,Positive,1,0,1
5049,Positive,1,0,2
5050,Positive,1,0,1
5051,Positive,1,0,0
5052,Negative,0,1,0
5053,Neutral,0,0,1
5054,Neutral,0,0,2
5055,Positive,1,0,0
5056,Mixed,1,1,0
5057,Neutral,0,0,1
5058,Neutral,0,0,2
5059,Positive,2,0,4
5060,Neutral,0,0,1
5061,Negative,0,1,0
5062,Neutral,0,0,1
5063,Negative,0,1,2
5064,Negative,0,1,0
5065,Positive,1,0,1
5066,Negative,0,1,0
5067,Neutral,0,0,1
5068,Mixed,1,1,3
5069,Neutral,0,0,1
5070,Negative,0,1,1
5071,Neutral,0,0,1
5072,Negative,0,1,0
5073,Positive,1,0,0
5074,Neutral,0,0,1
5075,Neutral,0,0,1
5076,Neutral,0,0,1
5077,Neutral,0,0,2
5078,Mixed,1,1,1
5079,Neutral,0,0,2
5080,Negative,0,1,0
5081,Neutral,0,0,1
5082,Positive,1,0,0
5083,Positive,1,0,1
5084,Neutral,0,0,2
5085,Negative,0,1,2
5086,Neutral,0,0,1
5087,Neutral,0,0,2
5088,Neutral,0,0,1
5089,Positive,1,0,1
5090,Neutral,0,0,2
5091,Neutral,0,0,1
5092,Neutral,0,0,1
5093,Neutral,0,0,1
5094,Neutral,0,0,1
5095,Neutral,0,0,1
5096,Neutral,0,0,1
5097,Positive,2,0,0
5098,Negative,0,1,0
5099,Negative,0,1,0
5100,Neutral,0,0,3
5101,Positive,1,0,0
5102,Negative,0,2,1
5103,Positive,1,0,3
5104,Negative,0,1,0
5105,Negative,0,1,0
5106,Neutral,0,0,1
5107,Negative,0,2,1
5108,Neutral,0,0,1
5109,Positive,1,0,0
5110,Positive,1,0,1
5111,Mixed,1,1,0
5112,Positive,1,0,2
5113,Neutral,0,0,1
5114,Neutral,0,0,2
5115,Neutral,0,0,2
5116,Negative,0,3,0
5117,Negative,0,1,0
5118,Neutral,0,0,1
5119,Positive,1,0,1
5120,Neutral,0,0,1
5121,Positive,1,0,1
5122,Mixed,1,2,1
5123,Mixed,1,1,3
5124,Positive,1,0,3
5125,Negative,0,1,0
5126,Neutral,0,0,1
5127,Negative,0,1,0
5128,Negative,0,1,0
5129,Neutral,0,0,2
5130,Negative,0,2,3
5131,Negative,0,1,2
5132,Neutral,0,0,2
5133,Positive,1,0,3
5134,Positive,2,0,1
5135,Positive,1,0,3
5136,Neutral,0,0,3
5137,Neutral,0,0,1
5138,Negative,0,1,0
5139,Negative,0,2,2
5140,Neutral,0,0,1
5141,Mixed,1,1,0
5142,Positive,1,0,1
5143,Negative,0,1,0
5144,Neutral,0,0,1
5145,Neutral,0,0,2
5146,Neutral,0,0,2
5147,Negative,0,2,0
5148,Neutral,0,0,3
5149,Positive,3,0,0
5150,Negative,0,1,2
5151,Negative,0,1,0
5152,Mixed,1,1,1
5153,Neutral,0,0,1
5154,Neutral,0,0,1
5155,Mixed,1,3,1
5156,Positive,3,0,0
5157,Positive,1,0,1
5158,Positive,1,0,0
5159,Neutral,0,0,1
5160,Neutral,0,0,1
5161,Negative,0,1,1
5162,Neutral,0,0,1
5163,Positive,1,0,1
5164,Positive,1,0,1
5165,Neutral,0,0,1
5166,Neutral,0,0,5
5167,Negative,0,2,4
5168,Negative,0,3,5
5169,Negative,0,2,1
5170,Neutral,0,0,2
5171,Negative,0,1,1
5172,Neutral,0,0,2
5173,Negative,0,1,1
5174,Neutral,0,0,2
5175,Positive,1,0,0
5176,Neutral,0,0,2
5177,Negative,0,1,0
5178,Neutral,0,0,1
5179,Neutral,0,0,1
5180,Neutral,0,0,1
5181,Positive,2,0,2
5182,Neutral,0,0,1
5183,Neutral,0,0,1
5184,Neutral,0,0,1
5185,Neutral,0,0,1
5186,Neutral,0,0,1
5187,Neutral,0,0,1
5188,Neutral,0,0,1
5189,Neutral,0,0,1
5190,Neutral,0,0,1
5191,Neutral,0,0,1
5192,Neutral,0,0,1
5193,Neutral,0,0,3
5194,Neutral,0,0,2
5195,Neutral,0,0,1
5196,Neutral,0,0,1
5197,Positive,1,0,1
5198,Neutral,0,0,1
5199,Negative,0,1,2
5200,Positive,1,0,0
5201,Positive,2,0,0
5202,Neutral,0,0,2
5203,Negative,0,2,0
5204,Positive,1,0,1
5205,Negative,0,1,0
5206,Negative,0,2,0
5207,Neutral,0,0,1
5208,Neutral,0,0,2
5209,Positive,1,0,1
5210,Neutral,0,0,1
5211,Neutral,0,0,1
5212,Neutral,0,0,1
5213,Positive,1,0,2
5214,Positive,1,0,0
5215,Neutral,0,0,1
5216,Neutral,0,0,1
5217,Negative,0,1,0
5218,Neutral,0,0,1
5219,Neutral,0,0,1
5220,Neutral,0,0,1
5221,Neutral,0,0,1
5222,Neutral,0,0,1
5223,Neutral,0,0,1
5224,Neutral,0,0,1
5225,Neutral,0,0,1
5226,Neutral,0,0,1
5227,Neutral,0,0,1
5228,Neutral,0,0,1
5229,Neutral,0,0,1
5230,Positive,1,0,0
5231,Neutral,0,0,1
5232,Neutral,0,0,1
5233,Neutral,0,0,1
5234,Neutral,0,0,2
5235,Positive,1,0,2
5236,Negative,0,1,0
5237,Neutral,0,0,1
5238,Negative,0,1,4
5239,Neutral,0,0,1
5240,Neutral,0,0,1
5241,Neutral,0,0,2
5242,Positive,1,0,0
5243,Neutral,0,0,1
5244,Neutral,0,0,1
5245,Neutral,0,0,1
5246,Neutral,0,0,1
5247,Negative,0,2,0
5248,Neutral,0,0,1
5249,Neutral,0,0,1
5250,Neutral,0,0,1
5251,Neutral,0,0,1
5252,Neutral,0,0,1
5253,Neutral,0,0,1
5254,Neutral,0,0,1
5255,Neutral,0,0,1
5256,Neutral,0,0,1
5257,Neutral,0,0,1
5258,Neutral,0,0,1
5259,Neutral,0,0,2
5260,Neutral,0,0,3
5261,Negative,0,1,3
5262,Neutral,0,0,2
5263,Neutral,0,0,1
5264,Neutral,0,0,1
5265,Neutral,0,0,1
5266,Neutral,0,0,1
5267,Negative,0,1,0
5268,Neutral,0,0,1
5269,Positive,1,0,0
5270,Neutral,0,0,1
5271,Neutral,0,0,1
5272,Positive,1,0,0
5273,Neutral,0,0,1
5274,Positive,1,0,1
5275,Mixed,1,1,2
5276,Negative,0,1,0
5277,Negative,0,1,1
5278,Positive,2,0,1
5279,Negative,0,1,5
5280,Neutral,0,0,1
5281,Positive,1,0,0
5282,Positive,1,0,2
5283,Positive,1,0,0
5284,Positive,1,0,1
5285,Mixed,2,1,3
5286,Positive,1,0,1
5287,Negative,0,1,0
5288,Mixed,1,1,0
5289,Neutral,0,0,1
5290,Positive,1,0,1
5291,Neutral,0,0,1
5292,Neutral,0,0,3
5293,Negative,0,1,1
5294,Negative,0,1,7
5295,Neutral,0,0,1
5296,Neutral,0,0,1
5297,Neutral,0,0,1
5298,Positive,1,0,4
5299,Positive,1,0,1
5300,Neutral,0,0,1
5301,Negative,0,1,2
5302,Neutral,0,0,1
5303,Positive,1,0,1
5304,Neutral,0,0,1
5305,Positive,2,0,1
5306,Neutral,0,0,1
5307,Negative,0,1,0
5308,Neutral,0,0,2
5309,Positive,1,0,1
5310,Positive,1,0,1
5311,Positive,1,0,0
5312,Neutral,0,0,1
5313,Positive,1,0,0
5314,Positive,1,0,0
5315,Negative,0,3,1
5316,Positive,1,0,3
5317,Neutral,0,0,1
5318,Neutral,0,0,2
5319,Negative,0,1,1
5320,Neutral,0,0,2
5321,Mixed,1,1,1
5322,Neutral,0,0,1
5323,Negative,0,2,0
5324,Positive,3,0,0
5325,Negative,0,1,2
5326,Negative,0,1,0
5327,Negative,0,1,0
5328,Negative,0,1,0
5329,Neutral,0,0,2
5330,Neutral,0,0,1
5331,Negative,0,1,1
5332,Positive,1,0,0
5333,Positive,1,0,1
5334,Neutral,0,0,1
5335,Neutral,0,0,1
5336,Negative,0,1,3
5337,Neutral,0,0,1
5338,Negative,0,2,3
5339,Negative,0,2,1
5340,Negative,0,1,0
5341,Positive,1,0,1
5342,Positive,1,0,4
5343,Neutral,0,0,2
5344,Positive,1,0,1
5345,Neutral,0,0,1
5346,Positive,1,0,1
5347,Negative,0,1,0
5348,Neutral,0,0,1
5349,Neutral,0,0,1
5350,Negative,0,1,3
5351,Neutral,0,0,1
5352,Neutral,0,0,1
5353,Neutral,0,0,1
5354,Neutral,0,0,1
5355,Negative,0,1,0
5356,Negative,0,1,0
5357,Positive,1,0,1
5358,Neutral,0,0,3
5359,Neutral,0,0,1
5360,Positive,1,0,3
5361,Neutral,0,0,1
5362,Neutral,0,0,1
5363,Neutral,0,0,3
5364,Negative,0,1,0
5365,Neutral,0,0,1
5366,Negative,0,1,2
5367,Positive,1,0,0
5368,Negative,0,2,0
5369,Neutral,0,0,1
5370,Neutral,0,0,1
5371,Neutral,0,0,1
5372,Neutral,0,0,3
5373,Positive,1,0,0
5374,Negative,0,1,0
5375,Positive,1,0,0
5376,Negative,0,1,0
5377,Positive,1,0,4
5378,Positive,2,0,2
5379,Negative,0,1,0
5380,Negative,0,1,0
5381,Neutral,0,0,1
5382,Neutral,0,0,1
5383,Mixed,1,1,1
5384,Neutral,0,0,3
5385,Negative,0,1,4
5386,Neutral,0,0,1
5387,Positive,3,0,1
5388,Neutral,0,0,2
5389,Positive,1,0,0
5390,Negative,0,2,0
5391,Neutral,0,0,1
5392,Neutral,0,0,2
5393,Negative,0,3,4
5394,Neutral,0,0,3
5395,Negative,0,1,7
5396,Neutral,0,0,1
5397,Neutral,0,0,1
5398,Negative,0,1,0
5399,Neutral,0,0,4
5400,Mixed,1,2,1
5401,Neutral,0,0,1
5402,Positive,2,0,3
